Comune Latitudine Longitudine Codice PL97 PL98 PL99 PL00 PL01 PL02 PL03 PL04 PL05 PL06 PL07 PL08 PL09 PL10 PL11
Gallio 45.89194444 11.54722222 140 1.81521272 1.783127397 1.81294964 1.782663848 1.81300813 1.791701948 1.683347351 1.637837838 1.660995851 2.002475248 0.509764036 0.475767367 0.507047926 1.068868304 1.090317331
Gambellara 45.46305556 11.33777778 141 0.001886792 0.001884422 0.001895136 0.001849568 0.001877347 0 0 0 0 0.001825373 0.001807229 0.00179265 0.001776725 0.006470588 0.006338231
Gambugliano 45.58916667 11.43888889 142 0 0 0 0 0 0 0 0 0 0 0 0.005988024 0.005952381 0.005938242 0.005841121
Grancona 45.42444444 11.455 143 0.010161387 0.011176471 0.01216686 0.012103746 0.01201373 0.013729977 0.013864818 0.017573696 0.013370474 0.014925373 0.018037135 0.018114012 0.018094731 0.018056293 0.01790416
GrisignanodiZocco 45.47638889 11.70055556 144 0.020958805 0.021634615 0.021510516 0.021261517 0.042873969 0.042793322 0.044131455 0.038524399 0.043822844 0.040271599 0.045916013 0.046128883 0.047763281 0.047344111 0.047202395
GrumolodelleAbbadesse 45.5175 11.65916667 145 0.023393637 0.023126735 0.022789426 0.022354694 0.022556391 0.022039377 0.020326367 0.019843488 0.019430761 0.031088083 0.030579399 0.030448718 0.031498147 0.056608741 0.057425214
IsolaVicentina 45.63027778 11.44194444 146 0.001474531 0.001452912 0 0.001899455 0.001867995 0.002464876 0.001919846 0.004261364 0.001852924 0.002275054 0.002572132 0.003713818 0.004721537 0.005032502 0.004934718
Laghi 45.825 11.27305556 147 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Lastebasse 45.91611111 11.27111111 148 0.848 0.793650794 0.571428571 0.569105691 0.576131687 0.585062241 0.573170732 0.165322581 0.577868852 0.262295082 0.8 0.380952381 0.371308017 0.380952381 0.817391304
Longare 45.48 11.60944444 149 0 0.001536393 0.003448937 0.003396226 0.00637062 0.008992476 0.009437387 0.009384588 0.009427121 0.015585357 0.013464991 0.01180891 0.013146207 0.012929508 0.012820513
Lonigo 45.38777778 11.38888889 150 0.004495392 0.001762373 0.001807142 0.001774812 0.001783421 0.001748007 0.002048481 0.001995344 0.001962837 0.012830482 0.013491363 0.013898497 0.013752334 0.013846342 0.014173998
LugodiVicenza 45.755 11.52305556 151 0 0 0 0 0 0 0 0.002379064 0 0 0.002377807 0.013509934 0.013545817 0.013531441 0.013571048
Lusiana 45.78583333 11.57444444 152 0.389583333 0.385832187 0.381178064 0.370407819 0.377533494 0.348740945 0.353713299 0.348542024 0.351286449 0.388386648 0.092507914 0.073929961 0.073695346 0.083037615 0.184276956
Malo 45.65777778 11.40583333 153 0.00829735 0.008210456 0.008075148 0.008000653 0.007955191 0.007962417 0.007720815 0.005599274 0.007395903 0.007957752 0.009478673 0.007993883 0.007925569 0.006445862 0.006354357
MaranoVicentino 45.69333333 11.43027778 154 0.002004481 0.001992966 0.001965772 0.001932697 0.001916357 0.001882197 0.001860363 0.001842219 0.001819934 0.002427184 0.002610693 0.002909091 0.002866796 0.002338587 0.002337636
Marostica 45.74805556 11.65611111 155 0.008061329 0.007977883 0.009968603 0.010219206 0.010436137 0.017097967 0.019283328 0.01927856 0.018959469 0.019323671 0.019766331 0.019242025 0.021582734 0.020616319 0.021469741
MasonVicentino 45.71944444 11.60888889 156 0 0 0 0 0 0 0 0 0 0.009994121 0.014568765 0.016454965 0.015194954 0.01498445 0.015035461
Molvena 45.735 11.61333333 157 0.004643309 0.004623792 0.004573805 0.004573805 0.004534213 0.003674969 0.008508914 0.008215962 0.008130081 0.011089866 0.014667168 0.016098839 0.015885023 0.014399394 0.016160062
MontebelloVicentino 45.45861111 11.38611111 158 0.006744764 0.003546099 0.003499563 0.003481894 0.003468008 0.003451847 0.003377237 0.005629139 0.003251504 0.002726981 0.005849802 0.005719586 0.005642824 0.005648855 0.005603514
MontecchioMaggiore 45.50638889 11.41027778 159 0.02207646 0.021595971 0.026575184 0.023923217 0.026077474 0.025660166 0.022534827 0.024485973 0.021737221 0.027900468 0.029675252 0.029025192 0.029634908 0.030029904 0.030182953
MontecchioPrecalcino 45.665 11.56055556 160 0.001558673 0.001536435 0.001531729 0.001516793 0.001512859 0.002347919 0.00231823 0.000829016 0.002281684 0 0 0 0 0 0
MontediMalo 45.66138889 11.36305556 161 0 0 0 0.00478117 0.004708439 0.004644516 0.004539106 0.00448895 0.004467354 0.004475043 0.003759398 0.00377877 0.003818119 0.003777473 0.003755548
Montegalda 45.44527778 11.67944444 162 0.007689736 0.007618417 0.010547132 0.010382868 0.018111255 0.017994859 0.017494533 0.013758599 0.017407523 0.020666255 0.011965301 0.018879056 0.017693896 0.016686532 0.020204978
Montegaldella 45.43666667 11.67527778 163 0 0 0 0 0 0.010356732 0.010215664 0 0.010050251 0.00989011 0.019856591 0.019823789 0.016039823 0.006067292 0.006107718
Monteviale 45.56166667 11.45833333 164 0 0 0 0 0 0 0 0 0 0.001819009 0.001326847 0.003754693 0.003595685 0.001946283 0.006137323
MonticelloConteOtto 45.59555556 11.58583333 165 0.002320186 0.002309202 0.002294631 0.002269375 0.002276608 0.002251492 0.002775311 0.002771004 0.002761516 0.002972586 0.003140567 0.00314841 0.003134457 0.004202586 0.004222607
MontorsoVicentino 45.49027778 11.36277778 166 0.012671595 0.012556679 0.012587413 0.012504342 0.012596221 0.015705019 0.01556157 0.015462185 0.015156507 0.014715291 0.014687101 0.014415544 0.014501892 0.014438167 0.014254726
Mossano 45.42083333 11.55527778 167 0 0 0 0 0 0.009650181 0.009467456 0.009356725 0.009090909 0.00897364 0.014541387 0.014356709 0.009402655 0.003908431 0.003921569
Mussolente 45.78416667 11.80361111 168 0.00592454 0.005803299 0.005770691 0.005735849 0.005696297 0.005414898 0.005260165 0.005131761 0.005033329 0.006150555 0.008535785 0.008452536 0.008422962 0.008376289 0.008242112
Nanto 45.42527778 11.59361111 169 0 0 0 0 0.00172637 0.002513615 0.002423263 0.001536688 0.002266717 0 0 0 0 0 0
NogaroleVicentino 45.56055556 11.28833333 170 0.014925373 0.014705882 0.014028056 0.014098691 0.014141414 0.013861386 0.013658537 0.013295347 0.013320647 0.012891344 0.012658228 0.012444444 0.012567325 0.012259194 0.012227074
Nove 45.72666667 11.67916667 171 0 0 0 0 0 0 0 0 0 0.001201923 0.001203128 0.001198322 0.001185771 0.001178782 0.001174398
NoventaVicentina 45.29138889 11.54 172 0.009682224 0.00855867 0.008512213 0.008379888 0.008330315 0.008265453 0.008224076 0.008129123 0.008078679 0.010068279 0.011329824 0.011196562 0.009090909 0.010422504 0.01262852
Orgiano 45.35222222 11.46638889 173 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pedemonte 45.91027778 11.30972222 174 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pianezze 45.74166667 11.6275 175 0 0 0 0 0 0 0.00319659 0.003097574 0.00307377 0.020253165 0.004914005 0.004840271 0.004849661 0.004807692 0.004849661
PioveneRocchette 45.76166667 11.43055556 176 0.005005411 0.004962446 0.00486714 0.004818336 0.004785927 0.004707978 0.004647657 0.005729232 0.004576942 0.009117792 0.005270254 0.005181347 0.005165786 0.005142925 0.005119657
PoianaMaggiore 45.29055556 11.50138889 177 0 0 0 0 0 0 0.000920175 0.00091659 0.000904159 0.000904977 0.000899888 0.000888889 0.00088574 0.000885544 0.000892658
Posina 45.79222222 11.26194444 178 1.293706294 1.318696884 1.281831187 1.261971831 1.236263736 1.239944521 0.297720798 0.202328967 0.317629179 0.221020093 0.34059098 0.240944882 0.258445946 0.277777778 0.279187817
PovedelGrappa 45.80166667 11.72888889 179 0.034470247 0.028550777 0.028295129 0.027974504 0.042530756 0.03660221 0.033479878 0.036776998 0.032857617 0.031446541 0.032754668 0.02874677 0.028709677 0.026717557 0.026734564
Pozzoleone 45.64972222 11.68 180 0 0 0 0 0 0 0 0 0 0 0.00146092 0.001423994 0.001420455 0.001415929 0.00141995
QuintoVicentino 45.57416667 11.62611111 181 0 0.000665336 0 0.000648789 0.000644884 0.002716823 0.003454582 0.00280056 0.003252966 0.008951884 0.008516036 0.010173122 0.009989485 0.009890682 0.009783728
RecoaroTerme 45.70638889 11.225 182 0.327446554 0.305418719 0.304850498 0.306643497 0.270035803 0.261451435 0.226696084 0.228265405 0.232531825 0.302778573 0.224899598 0.223009105 0.24499927 0.235113387 0.240225955
Roana 45.86555556 11.47416667 183 1.448974154 1.446276596 1.495758218 1.488621501 1.509153622 1.452044227 1.269600405 1.256743257 1.240118577 1.584517393 0.899058199 0.845768772 0.892655367 1.196220252 1.210223348
Romanod'Ezzelino 45.78 11.77083333 184 0.004710985 0.004650476 0.004587824 0.00454808 0.007243778 0.007295134 0.007210361 0.006553263 0.007202294 0.010690732 0.007185298 0.008460121 0.008442266 0.008480952 0.010110671
Rosà 45.72444444 11.76472222 185 0.003110929 0.003092196 0.003060321 0.003045116 0.003032237 0.002988126 0.003991403 0.003934625 0.003899805 0.003282602 0.004252511 0.005101308 0.005082319 0.004597539 0.005190433
RossanoVeneto 45.70694444 11.80333333 186 0 0 0 0 0 0 0 0 0 0.001361285 0.001315789 0.001284852 0.007746032 0.007664279 0.007620237
Rotzo 45.86583333 11.40138889 187 0.789022298 0.793103448 0.801393728 0.805604203 0.804195804 0.8 0.78098472 0.78098472 0.777027027 0.767710049 0.054635762 0.061157025 0.099518459 0.180094787 0.19375
Salcedo 45.76027778 11.565 188 0 0 0 0 0.003894839 0.003894839 0.003813155 0.003820439 0.003842459 0.003868472 0.010607522 0.010658915 0 0 0.004816956
Sandrigo 45.66166667 11.60361111 189 0.020023557 0.019812304 0.019434855 0.026044975 0.025942799 0.026536488 0.026234377 0.026018655 0.02566586 0.026161046 0.025795764 0.026736719 0.027146172 0.027351414 0.028534973
SanGermanodeiBerici 45.40222222 11.47666667 190 0 0.003777148 0.003738318 0.003659652 0.003636364 0.024236984 0.03427065 0.038062284 0.03362069 0.028350515 0.039028621 0.044866264 0.043664384 0.033447684 0.039383562
SanNazario 45.84194444 11.69 191 0.011811024 0.011705686 0.011563877 0.011589404 0.018466704 0.018141836 0.020229634 0.017486339 0.020318506 0.014533259 0.029592406 0.033188248 0.062948647 0.057110862 0.062709966
SanPietroMussolino 45.58861111 11.25777778 192 0.016857721 0.016846361 0.016600266 0.016722408 0.016733601 0.016611296 0.016329197 0.015832806 0.015743073 0.016321406 0.016362492 0.016159105 0.016119033 0.016059296 0.015863331
Santorso 45.73916667 11.39027778 193 0.004863813 0.004854369 0.004809542 0.004780115 0.004729474 0.005030743 0.004535559 0.004495594 0.004465881 0.022140221 0.021989529 0.021901617 0.021638331 0.022370219 0.022184589
SanVitodiLeguzzano 45.68333333 11.37638889 194 0.00624025 0.006060606 0.006038647 0.005955926 0.005889282 0.005768676 0.005608525 0.009876543 0.00550055 0.009944751 0.009841443 0.009909166 0.010061487 0.010058676 0.009486607
Sarcedo 45.70944444 11.52722222 195 0.002416918 0 0.002184707 0.002168342 0.002154328 0.003493111 0.003456221 0.003402647 0.003382823 0.003368263 0.004475942 0.00450535 0.00450535 0.004514673 0.004472605
Sarego 45.40777778 11.4075 196 0 0.000954016 0.000932662 0.0009176 0.000897022 0.002303331 0.002253814 0.002226027 0.002200406 0.004459125 0.00438454 0.006116688 0.004889228 0.004250797 0.005049005
Schiavon 45.69861111 11.64472222 197 0.032851511 0.032397408 0.032051282 0.031901319 0.032188841 0.031942078 0.031341412 0.030750308 0.030144695 0.029726516 0.056508184 0.055555556 0.043060361 0.061200924 0.060849598
Schio 45.71527778 11.36166667 198 0.014449225 0.013427886 0.016695746 0.016602605 0.016602162 0.020595389 0.019967113 0.01998033 0.019793014 0.020278834 0.020942543 0.021026969 0.025994038 0.026639034 0.027413828
Solagna 45.81527778 11.72138889 199 0.03625731 0.036948749 0.036214953 0.035448828 0.035187287 0.033465683 0.028729282 0.031487514 0.027659574 0.079030558 0.104571729 0.103916449 0.10150963 0.101900739 0.101265823
Sossano 45.35888889 11.50972222 200 0.011272545 0.011155181 0.010940919 0.010932945 0.010903804 0.010709186 0.010655932 0.010588235 0.010548523 0.008761817 0.008695652 0.00861678 0.008564345 0.008487827 0.008503021
Sovizzo 45.52944444 11.4475 201 0 0 0 0 0 0.003125543 0.003075871 0.003850017 0.002957608 0.003618628 0.004416019 0.005514158 0.005388088 0.005282696 0.005170486
TezzesulBrenta 45.685 11.70361111 202 0.011430246 0.011934795 0.011892101 0.01263625 0.013714395 0.014526931 0.012767521 0.012524427 0.012060738 0.011190234 0.012118714 0.010845811 0.011218076 0.013765118 0.01381979
Thiene 45.70888889 11.47805556 203 0.009156185 0.009415834 0.009159354 0.009119122 0.009302547 0.01031614 0.010540123 0.010405587 0.010330104 0.013230978 0.010092926 0.007798284 0.007987289 0.008125931 0.008456393
TonezzadelCimone 45.85833333 11.34611111 204 6.353032659 6.171653543 6.197472354 6.531746032 6.753623188 6.901612903 2.006525285 1.849180328 1.955484897 3.415309446 3.683087028 3.3078203 3.418918919 3.39049236 3.416526138
Torrebelvicino 45.71888889 11.31138889 205 0.008027523 0.007888805 0.007734807 0.007696537 0.007651667 0.005747126 0.006828927 0.006742739 0.006659836 0.001355702 0.005005005 0.00383653 0.004795766 0.005774625 0.005774625
TorridiQuartesolo 45.52138889 11.61694444 206 0 0 0.000663193 0.020257145 0.019880174 0.019794071 0.020514175 0.020535323 0.02027321 0.022247328 0.022325662 0.022129897 0.022068149 0.021861127 0.02195122
Trissino 45.56888889 11.36972222 207 0.012090945 0.011979167 0.011857198 0.012301384 0.011822154 0.013099887 0.012906428 0.012715491 0.012621359 0.00674455 0.014343772 0.014077898 0.014613047 0.015324346 0.015170526
Valdagno 45.64722222 11.3 208 0.005453407 0.005462262 0.005468317 0.00557978 0.005555351 0.006012985 0.004470011 0.004257177 0.004451255 0.002764162 0.003182474 0.003305601 0.003317306 0.003384284 0.003231078
Valdastico 45.88583333 11.36361111 209 0.009308511 0.00928382 0.009333333 0.009440324 0.009433962 0.015456989 0.009453072 0.00952381 0.009562842 0.009824561 0.009783368 0.009783368 0.009950249 0.009831461 0.010057471
VallidelPasubio 45.74111111 11.26111111 210 0.095425203 0.079302587 0.07150838 0.076195773 0.082491582 0.064435146 0.065198984 0.06496063 0.064687763 0.061686474 0.067202757 0.066801619 0.069452619 0.06969876 0.071942446
Valstagna 45.86166667 11.65666667 211 0 0 0 0 0.00307377 0.006072874 0.006060606 0.006033183 0.006082108 0.058884298 0.00879462 0.009013786 0.007919747 0.011052632 0.014484979
Velod'Astico 45.78972222 11.36666667 212 0.072268176 0.053112756 0.053228621 0.052882531 0.05200341 0.052810903 0.052878465 0.014981273 0.051817802 0.015132409 0.051688203 0.019134775 0.015644298 0.015535568 0.015535568
Vicenza 45.54972222 11.54861111 213 0.020101517 0.024004764 0.025478868 0.027640466 0.028744566 0.029170075 0.028346004 0.025202013 0.027645493 0.028170616 0.030304624 0.031301082 0.032219818 0.032140916 0.032017639
Villaga 45.40388889 11.53361111 214 0 0.009713977 0.01391863 0.014061655 0.013941019 0.020397209 0.019658562 0.01928934 0.019124308 0.041834677 0.04213198 0.047307499 0.039235412 0.039593909 0.039654296
Villaverla 45.65194444 11.49166667 215 0.002945219 0.009729519 0.009615385 0.009380863 0.009228498 0.009017133 0.00873515 0.008580745 0.008418926 0.011641444 0.011551155 0.013830133 0.01364366 0.016816143 0.016762452
Zanè 45.72305556 11.45805556 216 0 0 0 0 0 0 0 0 0 0 0.016669239 0.01638101 0.016363636 0.016366116 0.01620162
Zermeghedo 45.47694444 11.37 217 0 0 0 0.003278689 0.003225806 0.003139717 0.002996255 0.002949853 0.002956393 0.00297619 0.004360465 0.00433213 0.004338395 0.004347826 0.004285714
Zovencedo 45.42944444 11.50305556 218 0.009756098 0.009535161 0.009313155 0.008908686 0.00921659 0.009195402 0.009163803 0 0.009269988 0.011587486 0.018735363 0.033096927 0.034313725 0.034398034 0.03406326
Zugliano 45.73583333 11.52111111 219 0.002735978 0.002695418 0.004267192 0.004188819 0.004212573 0.006095605 0.006021233 0.005963591 0.005911637 0.002446109 0.00572203 0.006535948 0.006503104 0.006219458 0.006917869
Agordo 46.282500 12.034167 220 0.162063456 0.163519116 0.165578358 0.168660568 0.167173252 0.160818034 0.163833805 0.167573964 0.165041617 0.100637845 0.107783019 0.108382527 0.111348528 0.122222222 0.122391559
AlanodiPiave 45.909444 11.910278 221 0.072586588 0.072426471 0.072666913 0.081160485 0.079770032 0.078584071 0.036572623 0.036382536 0.036662011 0.078071962 0.042248722 0.040870138 0.040589198 0.059055118 0.059980007
Alleghe 46.408611 12.019722 222 1.345653662 1.356220258 1.381051176 1.401393728 1.700641483 1.674068768 1.426217765 0.923520924 1.455409357 1.51066961 1.543589744 1.547723935 1.567928731 1.630723781 1.678939617
Arsiè 45.983333 11.756667 223 0.250877193 0.252560933 0.25390625 0.254538982 0.256887299 0.240506329 0.314192849 0.254002911 0.321983716 0.285874439 0.265794393 0.272312951 0.313053523 0.344773176 0.350441059
AuronzodiCadore 46.554167 12.437778 224 1.729049531 1.72970801 1.725327628 1.871393907 1.913294798 1.920843604 1.093946864 1.131299373 1.106064802 2.038280166 1.59716824 1.606305804 1.661694343 1.887845147 1.925403226
Belluno 46.141389 12.214444 225 0.066051661 0.06545961 0.066596345 0.073719319 0.072498075 0.071738084 0.054413885 0.054413169 0.053682479 0.055637384 0.050576167 0.050124627 0.052214758 0.051531463 0.054715485
BorcadiCadore 46.438611 12.219444 226 4.079283887 4.812339332 4.766200762 4.746532156 4.80715198 4.752525253 3.952261307 3.836585366 3.692488263 1.424939467 1.443069307 1.425948592 1.427884615 1.647699758 1.665454545
CalalzodiCadore 46.450278 12.380556 227 0.503363672 0.526711516 0.528804132 0.534752913 0.576222038 0.56514591 0.518987342 0.302002452 0.528482328 0.453384419 0.467265725 0.462705984 0.475011057 0.581478183 0.601537766
Castellavazzo 46.287778 12.308611 228 0 0 0 0 0.0029036 0.00575374 0.005787037 0.005763689 0.005820722 0.005306604 0.005411906 0.005428227 0.005444646 0.005504587 0.013455657
CencenigheAgordino 46.355278 11.968056 229 0.333111259 0.334672021 0.333333333 0.338524035 0.230769231 0.209145931 0.116803279 0.036734694 0.118012422 0.180622837 0.184246575 0.187374077 0.204264099 0.228490832 0.233997155
Cesiomaggiore 46.089167 11.990000 230 0.047808765 0.047737444 0.049627792 0.04894245 0.049127978 0.050294406 0.039091131 0.040999515 0.038919971 0.066344994 0.044156467 0.046483622 0.049727682 0.060425125 0.082972583
Chiesd'Alpago 46.173333 12.387500 231 0.563971992 0.577806122 0.578676943 0.577564103 0.584977721 0.602572347 0.02393273 0.019607843 0.024584718 0.596256684 0.035616438 0.035543404 0.035763411 0.65625 0.654432133
CibianadiCadore 46.390556 12.285833 232 0.234991424 0.240773286 0.245080501 0.255121043 0.28721174 0.257383966 0.275488069 0.337004405 0.284753363 0.2 0.247216036 0.25170068 0.262921348 0.302013423 0.313225058
ColleSantaLucia 46.447778 12.015278 233 0.911627907 0.911627907 0.920187793 0.956321839 1.01980198 0.647355164 0.871359223 0.833333333 0.893034826 0.677419355 0.810344828 0.745721271 0.763681592 0.792405063 0.860759494
ComelicoSuperiore 46.594167 12.513333 234 1.010898159 1.033409263 1.048132461 1.065586725 1.105478332 1.102511322 0.205434335 0.226446281 0.206882255 1.139671855 0.695065373 0.654983108 0.691821248 0.850803043 0.868656716
Cortinad'Ampezzo 46.538889 12.136944 235 2.540307971 2.560018257 2.601824648 2.795861211 2.982213439 2.985010707 2.777723016 1.580354267 2.719202316 2.631056911 1.701402479 1.620091623 1.633185623 2.86206331 2.927414021
DantadiCadore 46.569444 12.520833 236 0.705467372 0.720720721 0.727272727 0.733944954 0.725952813 0.73800738 0.117647059 0.112781955 0.120754717 0.714828897 0.265503876 0.267578125 0.264990329 0.352140078 0.360623782
DomeggediCadore 46.463333 12.416111 237 0.752014652 0.753681885 0.758710156 0.758710156 0.739311389 0.735415883 0.519836856 0.334953271 0.526473902 0.45937851 0.465001892 0.461627015 0.474550325 0.533461538 0.541923077
Falcade 46.356111 11.859722 238 2.723138654 2.777429467 2.770191879 2.784050179 3.043044857 3.300407793 3.056646871 2.835862069 3.10487239 2.385915493 2.371735075 2.40625 2.500240964 2.75496368 2.838127743
Farrad'Alpago 46.123333 12.357778 239 0.687664042 0.696475938 0.691204228 0.734153617 0.744649446 0.73838273 0.331049405 0.277717976 0.327740093 0.648423342 0.345920912 0.345422535 0.345045678 0.686232657 0.691618911
Feltre 46.022778 11.906389 240 0.024576706 0.022334035 0.022727273 0.023725339 0.024004988 0.028645833 0.023133915 0.026330225 0.022691319 0.035210229 0.022033074 0.023395205 0.021459847 0.028197285 0.034097394
Fonzaso 46.022500 11.798889 241 0.029697148 0.029394645 0.029386093 0.026822157 0.027027027 0.030159669 0.007690033 0.012895662 0.007667355 0.021527573 0.01754386 0.016076213 0.017180095 0.021628117 0.040834846
Canaled'Agordo 46.360556 11.915833 242 1.492260062 1.496899225 1.499223602 1.50977326 1.564829822 1.9032 1.399034594 0.902633679 1.396787149 1.628806584 1.486928105 1.516129032 1.534269199 1.6275 1.68956743
FornodiZoldo 46.346389 12.176111 243 0.876735523 0.883015007 0.886340294 0.887706044 0.911947514 0.999304106 0.417730496 0.424928161 0.429613421 1.081893313 0.679472693 0.674383302 0.704387991 0.833203125 0.865897334
Gosaldo 46.222778 11.954167 244 0.50524109 0.51883746 0.504405286 0.510590858 0.519863791 0.52402746 0.215277778 0.262158956 0.223289316 0.349428208 0.484654731 0.49934811 0.581364829 0.537940379 0.543091655
Lamon 46.050833 11.748056 245 0.306055646 0.304793572 0.308901994 0.314033086 0.319448519 0.327868852 0.018699911 0.02077062 0.019224901 0.331074838 0.057627119 0.055416406 0.05645933 0.150128041 0.252964427
LaValleAgordina 46.283056 12.067500 246 0.090170593 0.090317331 0.091887417 0.090317331 0.087064677 0.086848635 0.058292282 0.063270337 0.05781759 0.11497105 0.074261603 0.074829932 0.074136479 0.106712565 0.107545533
Lentiai 46.046667 12.021111 247 0.076869322 0.076256499 0.073564799 0.078305085 0.091308759 0.090363454 0.062520566 0.07218543 0.062809917 0.078398941 0.031540505 0.0314778 0.031540505 0.064064064 0.063936064
Limana 46.100000 12.183611 248 0.008272059 0.008243646 0.010919017 0.0132287 0.013087844 0.019836897 0.018045113 0.019712878 0.017967914 0.017281349 0.021356002 0.022114019 0.023078467 0.022876467 0.024630542
LivinallongodelColdiLana 46.483056 11.955556 249 1.355337079 1.36995039 1.44019816 1.456289979 1.543340381 1.608543417 1.716783217 1.774530271 1.711994421 1.864206128 2.131524008 2.02538787 2.086956522 2.088256228 2.126262626
Longarone 46.270833 12.301111 250 0.041170871 0.052290717 0.052682455 0.056576402 0.056768559 0.055555556 0.049212121 0.049439844 0.049730524 0.052098765 0.054882571 0.054505279 0.054855448 0.056453619 0.061178811
LorenzagodiCadore 46.481389 12.458333 251 1.664086687 1.666666667 1.725521669 1.74796748 1.87694974 1.811036789 1.196078431 0.471666667 1.22 0.75374376 0.778894472 0.755067568 0.823129252 1.186528497 1.165803109
LozzodiCadore 46.486389 12.440833 252 0.237918216 0.232944069 0.247836836 0.238657551 0.237476809 0.211526671 0.15142338 0.156684815 0.15114873 0.131382316 0.146817895 0.138128581 0.133802817 0.178010471 0.189224704
Mel 46.061667 12.080278 253 0.025406344 0.025462597 0.024159166 0.030500397 0.039423077 0.039353703 0.027130546 0.029155443 0.027195649 0.025024217 0.032818533 0.03125 0.031826862 0.032043147 0.032695375
OspitalediCadore 46.332778 12.323611 254 0.028795812 0.028645833 0.028132992 0.028720627 0 0 0.032520325 0.032608696 0.033994334 0.033426184 0 0 0 0.017857143 0.017857143
Pedavena 46.045833 11.880833 255 0.083665339 0.077821921 0.077154773 0.076675109 0.076870594 0.08241138 0.054917848 0.025219545 0.054598344 0.050325769 0.038650581 0.037449844 0.051084991 0.070574972 0.092397399
PerarolodiCadore 46.398333 12.356667 256 0.263291139 0 0 0.153645833 0 0 0 0.011019284 0 0.033240997 0.153203343 0.116531165 0.113456464 0.118556701 0.132467532
Pieved'Alpago 46.168611 12.352222 257 0.651417205 0.652065704 0.656405164 0.646484375 0.659921027 0.651425762 0.105159705 0.062716049 0.105108055 0.58490566 0.080339321 0.083663366 0.088754413 0.63991874 0.659197499
PievediCadore 46.432778 12.374722 258 0.567520517 0.590739358 0.602120677 0.60688085 0.620056862 0.605655138 0.24615766 0.242446756 0.246218696 0.373019802 0.334476004 0.313913471 0.320703318 0.332337565 0.333664843
PontenelleAlpi 46.175278 12.302222 259 0.099069234 0.098254932 0.098254932 0.102343255 0.102564103 0.102074167 0.022183666 0.022802501 0.021773507 0.02049571 0.024251745 0.024058209 0.026003059 0.025899449 0.027637304
Puosd'Alpago 46.144167 12.363056 260 0.076248904 0.076315789 0.075718016 0.075553626 0.075712463 0.075648109 0.040660737 0.040591966 0.040660737 0.030252101 0.029580937 0.029268293 0.02905569 0.060738388 0.063572543
Quero 45.922500 11.932222 261 0.006505576 0.006424966 0.006334842 0.006108202 0.006047516 0.005801906 0 0 0 0.011952191 0.00620877 0.00952759 0.009463722 0.009397024 0.009356725
RivamonteAgordino 46.258889 12.026944 262 0.152298851 0.15451895 0.152958153 0.154069767 0.189427313 0.190546529 0.057437408 0.05873494 0.060278207 0.162121212 0.14962963 0.175182482 0.173784978 0.185840708 0.1875
RoccaPietore 46.435278 11.977778 263 2.321710526 2.4909699 2.51986532 2.528619529 2.743944637 2.736657303 2.792412312 2.78314121 2.87049301 2.733431517 2.858823529 2.839312407 2.865771812 2.918429003 2.939984996
SanGregorionelleAlpi 46.105556 12.024722 264 0.073698445 0.072233267 0.076171875 0.080481622 0.076826983 0.080074488 0.031539889 0.033333333 0.031192661 0.068880689 0.039927405 0.043345543 0.043719212 0.07549505 0.138681592
SanNicolòdiComelico 46.583611 12.526944 265 1.075294118 1.082938389 1.090692124 1.044392523 1.051886792 1.042056075 0.158018868 0.217183771 0.158392435 0.985436893 0.498765432 0.513381995 0.525059666 0.636363636 0.663316583
SanPietrodiCadore 46.573333 12.586667 266 0.684726522 0.686396677 0.693037975 0.701124799 0.700109051 0.695101816 0.27136515 0.255141745 0.272727273 0.775842697 0.447887324 0.437288136 0.450285714 0.505526469 0.524061033
SantaGiustina 46.085833 12.041944 267 0.01624862 0.016192423 0.014885616 0.015097276 0.016508332 0.015372671 0.013480392 0.013778322 0.013544713 0.02020202 0.027112043 0.026637233 0.027185034 0.028970588 0.030325227
SanTomasoAgordino 46.381944 11.975278 268 0.030232558 0.03087886 0.031026253 0.090799031 0.128078818 0.124681934 0.130154639 0.137075718 0.134130146 0.22983871 0.301221167 0.2696011 0.305555556 0.32183908 0.350290698
SantoStefanodiCadore 46.559722 12.550278 269 0.886217406 0.883657455 0.888544892 0.854911489 0.850189852 0.862827225 0.382873319 0.378070488 0.386704789 0.899818512 0.623034735 0.618906942 0.640461997 0.701492537 0.707006369
SanVitodiCadore 46.465556 12.204444 270 2.294294294 2.27294257 2.233526012 2.292640187 2.296983759 2.275722543 0.800573066 0.794754846 0.783071749 1.007726269 1.139472267 1.059613319 1.097784981 1.454844007 1.45813074
Sappada 46.566111 12.678333 271 2.054648687 2.059405941 2.060949681 2.055515501 2.136430678 2.096678967 0.929098966 0.933532487 0.946576373 2.173192771 2.23255814 2.195899772 2.287671233 2.400918133 2.436073059
Sedico 46.111667 12.098333 272 0.009439599 0.009277745 0.009131892 0.009123455 0.00999196 0.009809449 0.006972112 0.00896861 0.006829268 0.011030199 0.015886288 0.014177111 0.013645621 0.013396454 0.013686314
